Date,Equal Weight,QP,SOCP
2023-01-03,0.995187034159272,0.9982968427720379,0.984938971071735
2023-01-04,1.0061288268919206,1.0049064087376316,0.9880154921350888
2023-01-05,0.9962936241812164,1.0031110195108113,0.9949577297625603
2023-01-06,1.0182952996197456,1.018550824836334,1.009496535458099
2023-01-09,1.0202988858323034,0.9999599554879071,0.986163956673277
2023-01-10,1.0264065145890915,1.0000699587113817,0.9880479483567193
2023-01-11,1.0361659907125553,1.0004236000714875,0.9898206747680146
2023-01-12,1.0412608998492145,0.9959229304802094,0.9903128744169027
2023-01-13,1.0456355408177678,0.9978941547200418,0.992651306910593
2023-01-17,1.0442336492063755,0.9949686579662018,0.9872718541058408
2023-01-18,1.0260227941674707,0.9748098043663981,0.9673552367374529
2023-01-19,1.019777183109547,0.9715400318753579,0.9702517697626194
2023-01-20,1.0431834277067913,0.9768540828275518,0.9798509578715965
2023-01-23,1.0586184084356123,0.9780357819470519,0.9769463599851452
2023-01-24,1.0597466849585453,0.9784371841321461,0.9776189663948819
2023-01-25,1.0619397106938309,0.9837065221819484,0.9763950879277316
2023-01-26,1.0764616208540758,0.9831870146592154,0.9872636487418869
2023-01-27,1.0802714752692124,0.9786335196671148,0.9754463262717534
2023-01-30,1.065151955740044,0.9672533569368686,0.9691668535784322
2023-01-31,1.0798766155900388,0.9777798606412749,0.9860599675511416
2023-02-01,1.0921944967102335,0.9789379289081876,0.9808469088072351
2023-02-02,1.105234408094683,0.9719881583261837,0.9602557462989333
2023-02-03,1.0956547035107171,0.9657375948081096,0.9597001404289318
2023-02-06,1.090436123495571,0.9650960434002144,0.9614968798917066
2023-02-07,1.103041860590375,0.9681150877762792,0.9760491418263533
2023-02-08,1.0927680160472912,0.9654631766369728,0.9703989094285846
2023-02-09,1.0871307366379646,0.9641431654602152,0.9767433696224489
2023-02-10,1.0845249838205577,0.9740930907522563,1.001119666698475
2023-02-13,1.0976592577520246,0.9816556246068477,1.0061001871674418
2023-02-14,1.0993650473357521,0.9777672269224986,0.9971735401441545
2023-02-15,1.1019690445424786,0.9730748013916738,0.9942687613645759
2023-02-16,1.0863071574299454,0.9633288846799043,0.9862120888871421
2023-02-17,1.0843059536194255,0.9762502896733424,0.9818463418788753
2023-02-21,1.0640909660623916,0.9692121839576198,0.9794019017564634
2023-02-22,1.0619179794185216,0.9666280576972532,0.9714685909196278
2023-02-23,1.066050930283916,0.9677759699259137,0.9784309521514677
2023-02-24,1.053832723414156,0.963299488879761,0.9761862287218259
2023-02-27,1.057516236584022,0.9620630969285463,0.9759628582448067
2023-02-28,1.0538505282309347,0.9514252408988285,0.9657723079495478
2023-03-01,1.0477930626465468,0.9468527639059603,0.9698967190038791
2023-03-02,1.0551533357565857,0.9493755136909812,0.9732965863815464
2023-03-03,1.0707158236371623,0.9553870115188877,0.9777380277633453
2023-03-06,1.0732802384829978,0.9630267846912923,0.9931333639628791
2023-03-07,1.0596808027002804,0.9545473313573825,0.9837439208361656
2023-03-08,1.0580064963955076,0.9458995042130923,0.967338431821937
2023-03-09,1.0393459869431214,0.9351011637213968,0.957843136066093
2023-03-10,1.0319660132872495,0.9362190248970677,0.9542590780185904
2023-03-13,1.0314820763763106,0.9385189221941324,0.9478638041431098
2023-03-14,1.051523633791521,0.9468976229406395,0.9599754419434406
2023-03-15,1.0518195266103059,0.9475058643132427,0.9450619722635423
2023-03-16,1.0699192342438337,0.9482607136433842,0.9451075184559187
2023-03-17,1.0607149908425324,0.9391604982932792,0.9312358505269498
2023-03-20,1.0683932346142595,0.9515185898116607,0.9478813029107745
2023-03-21,1.0829658987347666,0.9555249662211527,0.9643561752601356
2023-03-22,1.0664945515251074,0.9432833176221745,0.9487618175487046
2023-03-23,1.0748812933697431,0.9439937317052448,0.9467864685899272
2023-03-24,1.0812455759946642,0.9539056181311978,0.9532644198409388
2023-03-27,1.0854839120982804,0.9622686604307183,0.9657350385179627
2023-03-28,1.0808891140636014,0.9584101864594705,0.9658023265360297
2023-03-29,1.096741769439678,0.9647893365613931,0.9714432233264385
2023-03-30,1.102806486065584,0.9688043286117649,0.974486477648121
2023-03-31,1.118935539064052,0.9778719195286742,0.9808945278327896
2023-04-03,1.1253865796666453,0.9890657262213973,1.0027689127990114
2023-04-04,1.123266059091479,0.9899065393337045,0.9968064452185392
2023-04-05,1.122836942062767,1.0065515288506135,1.0074040693296538
2023-04-06,1.1242459272958771,1.0072075827326847,1.003774748118432
2023-04-10,1.1227438684620785,1.0045667954213033,1.0047559951735778
2023-04-11,1.12164018609688,1.004787207037343,1.0064120742263447
