iteration,objective,primal_residual,dual_residual
1,0.0054703218100960235,0.04739563161199764,0.01343513739371979
2,0.005168412556070945,0.012131137165696217,0.016244683619355976
3,0.004897630981479777,0.0020544260761924046,0.015946986862622727
4,0.004667004015961869,0.0007281766227974342,0.014886026264417403
5,0.004472552784257898,0.0014093094764898017,0.013724749228381555
6,0.004321003909772565,0.0029167060002316314,0.011847971676887288
7,0.004201070896472858,0.00262423984815785,0.010806372960070516
8,0.004095101534385645,0.0010176401882654787,0.01018467126889638
9,0.0040014357949151496,0.0010119580975759847,0.009582755057437308
10,0.003918345852082775,0.0009569123066259721,0.00902961242338625
11,0.0038443610696908617,0.0008930087309225752,0.008523281602557959
12,0.0037807756272721354,0.0013466422369478274,0.007810691797393116
13,0.0037266886386306294,0.001479431648499251,0.007287349114148503
14,0.0036779936966366924,0.000653300821469189,0.006917523909565201
15,0.003636647376395404,0.0015162415773318934,0.006318006434968098
16,0.003599959365193083,0.0007097475237587596,0.006006634635728563
17,0.0035682912899874055,0.001403151634414119,0.005577501358960762
18,0.003539298997037408,0.0004314373967506766,0.005342899165922396
19,0.00351271144926871,0.00041983224074824743,0.005117608418299208
20,0.0034895026483540764,0.0008966708677444248,0.004721875472300162
21,0.003469072527002677,0.0007625654424496582,0.004487487429496193
22,0.0034501633483552635,0.00034169983031931785,0.004319563772411153
23,0.003432647231956219,0.0003257612849810432,0.004157910210162073
24,0.0034168712402361428,0.0005676455062613084,0.003913665908024365
25,0.0034039481670597675,0.0012667545656112353,0.003569476516987951
26,0.0033918434064542534,0.00023017707727932368,0.0034580078676869058
27,0.00338051136156699,0.00022860797726440243,0.0033463752794492875
28,0.003369892974111191,0.00022050116012443978,0.0032395758365319246
29,0.003360202676445398,0.0005202082851792518,0.003087412188242458
30,0.0033511364762239893,0.00020414550766767835,0.002992379102827332
31,0.0033428218039914287,0.0005023214782086712,0.0028672162654847346
32,0.0033349594029701444,0.00015670139334155635,0.0027888055699255726
33,0.003328390764969713,0.0007958935927589509,0.0024968376483323756
34,0.00332254038186214,0.00035709238585386664,0.0024048680441550157
35,0.0033170132222531687,0.0001300125840468813,0.002337907017358083
36,0.0033117888296817235,0.00012740341841810843,0.002273168778618565
37,0.0033068474438002057,0.00012350741342140661,0.0022108939651942824
38,0.00330261587070375,0.0005441539821766456,0.0020044440217656823
39,0.0032991629519794666,0.0006311761097288148,0.0018468083863783281
40,0.003295864428155897,8.335995425011876e-05,0.0018072701284995519
41,0.003292719657309044,8.567082269543199e-05,0.0017648317759365727
42,0.0032897207774092857,8.39060501435196e-05,0.0017234733533985126
43,0.003286860056221201,8.143201911350127e-05,0.001683348562302811
44,0.0032841301872023306,7.886305754946058e-05,0.001644436715851911
45,0.0032815242943214245,7.635321160420599e-05,0.0016066979842963292
46,0.0032790359083613245,7.39412290153979e-05,0.0015700902028259554
47,0.0032766589393882217,7.163288956075966e-05,0.0015345725124305586
48,0.0032743876503505,6.94247069201533e-05,0.0015001061398613848
49,0.003272216632838112,6.731092330946884e-05,0.001466654416300972
50,0.0032702327494422414,0.00021647774652145153,0.001384051824534758
51,0.003268439139368189,0.0002441317480379037,0.0013327950249339175
52,0.003266723774837158,4.8647892708072324e-05,0.001303381598642338
53,0.0032650824196690156,4.871517565075677e-05,0.0012750326100595287
54,0.0032635113874913916,4.8126218767459395e-05,0.0012474786911822397
55,0.0032620071691647217,4.710017491375939e-05,0.001220713088465499
56,0.00326056643117552,4.595269021556242e-05,0.0011947230637150204
57,0.00325918601600843,4.4789665394828335e-05,0.0011694883217219405
58,0.0032578629356431886,4.364320395655434e-05,0.0011449864381498696
59,0.0032565943629782644,4.252256691833229e-05,0.0011211948355652314
60,0.003255377623013844,4.143009732012306e-05,0.0010980913807933433
61,0.0032542101843334626,4.036605063723058e-05,0.0010756545493022102
62,0.00325308965102108,3.9330052726352525e-05,0.0010538634593003245
63,0.0032520137550325484,3.8321540355169715e-05,0.001032697867365821
64,0.0032509803490071484,3.733989513475784e-05,0.001012138153148521
65,0.0032499873994964934,3.638448497242813e-05,0.0009921653013605855
66,0.0032490329805866607,3.5454677527448394e-05,0.0009727608834803495
67,0.003248115267890224,3.4549845099835595e-05,0.0009539070398628035
68,0.003247232532886162,3.3669366812845024e-05,0.0009355864624330818
69,0.0032463831375867764,3.281262987334426e-05,0.0009177823779898774
70,0.0032455655295121947,3.19790304543402e-05,0.0009004785321004653
71,0.00324477823695416,3.116797437784509e-05,0.000883659173561148
72,0.003244019864511925,3.037887766165743e-05,0.0008673090393924893
73,0.00324328908888418,2.9611166956734724e-05,0.0008514133403427202
74,0.003242584654901892,2.8864279892814095e-05,0.0008359577468725923
75,0.003241905371787832,2.813766534431705e-05,0.0008209283755977251
76,0.003241250109629511,2.743078362614306e-05,0.0008063117761670601
77,0.0032406177960529695,2.6743106627884627e-05,0.0007920949185539929
78,0.0032400074130856543,2.6074117896046547e-05,0.0007782651807437815
79,0.0032394179941973526,2.5423312667953222e-05,0.000764810336797346
80,0.0032388486215087454,2.4790197866576942e-05,0.0007517185452738367
