iteration,objective,primal_residual,dual_residual
1,0.005698834342686291,0.006526016959150429,0.01976528435099662
2,0.0056571433916055534,0.00022730022024228843,0.02034964061711076
3,0.005616265426806036,1.5884108838993264e-05,0.020165710658479948
4,0.005576240134146052,2.501093892401466e-05,0.019955085613888507
5,0.005537048623672513,2.5094387461600714e-05,0.019746379329610902
6,0.005498670318079984,2.483174902445004e-05,0.019540651586672772
7,0.0054610851117223675,2.455914745868775e-05,0.019337898344210284
8,0.005424273438107103,2.4289527701201533e-05,0.019138075110705147
9,0.005388216257871316,2.402334370609062e-05,0.01894113646919915
10,0.005352895044134166,2.3760567280321885e-05,0.01874703759576691
11,0.005318291768152797,2.3501152243169888e-05,0.018555734309913093
12,0.005284388885382134,2.3245052360313268e-05,0.018367183068387236
13,0.005251169321931237,2.299222202486989e-05,0.01818134095693475
14,0.005218616461404859,2.2742616277607044e-05,0.017998165682085347
15,0.005186714132119356,2.249619079609587e-05,0.01781761556306791
16,0.005155446594682057,2.2252901887654934e-05,0.017639649523836513
17,0.005124798529923828,2.201270647874528e-05,0.017464227085221634
18,0.005094755027174586,2.17755621074884e-05,0.017291308357192146
19,0.005065301572872077,2.1541426913042253e-05,0.01712085403123202
20,0.005036424039494214,2.1310259629585003e-05,0.016952825372824908
21,0.0050081086748058785,2.108201957472064e-05,0.0167871842140496
22,0.004980342091411067,2.085666664363747e-05,0.016623892946279407
23,0.004953111256601677,2.0634161299310547e-05,0.016462914512984757
24,0.004926403482494479,2.041446456486027e-05,0.016304212402636943
25,0.0049002064164479124,2.01975380159363e-05,0.016147750641710607
26,0.004874508031750895,1.9983343771358292e-05,0.015993493787782514
27,0.004849296618575614,1.9771844487471726e-05,0.015841406922725804
28,0.004824560775186974,1.95630033481761e-05,0.015691455645994383
29,0.0048002893994012075,1.935678405910592e-05,0.015543606067999868
30,0.0047764716802866074,1.9153150839050527e-05,0.015397824803574569
31,0.00475309709009939,1.8952068412965794e-05,0.015254078965522415
32,0.004730155376448008,1.8753502005324044e-05,0.015112336158252629
33,0.004707636554679393,1.8557417331271007e-05,0.014972564471495212
34,0.0046855309004807146,1.836378059171612e-05,0.014834732474099579
35,0.004663828942690581,1.817255846444485e-05,0.014698809207910614
36,0.00464252145631362,1.7983718098803836e-05,0.014564764181716722
37,0.004621599455732676,1.7797227107714835e-05,0.014432567365281482
38,0.004601054188112931,1.761305356214715e-05,0.014302189183442227
39,0.00458087712699257,1.7431165982964955e-05,0.014173600510282242
40,0.004561059966054453,1.7251533336736945e-05,0.014046772663373522
41,0.004541594613073878,1.7074125027220357e-05,0.013921677398087608
42,0.004522473184037221,1.6898910889953115e-05,0.01379828690197347
43,0.004503687997426614,1.6725861186818736e-05,0.013676573789200168
44,0.004485231568665983,1.6554946598110434e-05,0.013556511095064804
45,0.004467096604723783,1.6386138218323707e-05,0.013438072270563147
46,0.004449275998867917,1.621940754940449e-05,0.01332123117702112
47,0.004431762825568628,1.6054726494490755e-05,0.013205962080784681
48,0.004414550335544981,1.5892067353437196e-05,0.01309223964797267
49,0.004398210848229501,0.00011074066227898026,0.01257412891750895
50,0.004384303644793713,0.0004139335594483241,0.01176761340838826
51,0.004370574665956485,1.0305520795567652e-05,0.011697408568260279
52,0.004357033098754926,1.2658762352300838e-05,0.011617516106156842
53,0.0043436759145670766,1.264699989544063e-05,0.0115382396381127
54,0.0043304998512755195,1.2544638804248077e-05,0.011459825366812889
55,0.004317501706608876,1.24397996950222e-05,0.01138226991272081
56,0.004304678347315666,1.2335931486133164e-05,0.011305560802618955
57,0.004292026707896463,1.2233157384328576e-05,0.011229685402972592
58,0.0042795437889711335,1.2131469463718357e-05,0.011154631267475838
59,0.004267226655672587,1.2030854782897958e-05,0.011080386148055177
60,0.004255072436081076,1.1931300366044887e-05,0.011006937992634502
61,0.004243078319698774,1.183279339515872e-05,0.010934274942402547
62,0.004231241555963415,1.1735321218025659e-05,0.010862385329086736
63,0.004219559452800071,1.1638871344841088e-05,0.010791257672251786
64,0.0042080293752100656,1.1543431446400422e-05,0.010720880676625053
65,0.00419664874389595,1.144898935266336e-05,0.010651243229448685
66,0.004185415033921754,1.1355533049230251e-05,0.010582334397857
67,0.004174325773407446,1.1263050676665698e-05,0.010514143426280771
68,0.0041633785422567566,1.117153052800222e-05,0.010446659733877001
69,0.004152570970917501,1.1080961046608738e-05,0.010379872911984238
70,0.0041419007391735865,1.0991330823364908e-05,0.010313772721605451
71,0.004131365574967716,1.0902628597168024e-05,0.010248349090917316
72,0.0041209632532541885,1.0814843250380885e-05,0.010183592112801168
73,0.0041106915948808925,1.0727963807853242e-05,0.010119492042405654
74,0.004100548465499715,1.0641979435753547e-05,0.010056039294730186
