iteration,objective,feasibility,step_norm
1,0.0016341331777016657,0.3991961462820839,0.07544361160070727
2,0.0027684916246235565,0.21740107845570544,0.040522094921076834
3,0.003722138732436363,0.08099292930105961,0.03524330503451878
4,0.004097388253971653,0.01506072958901001,0.026649587900354127
5,0.004133260467474401,0.016365797918965638,0.021908455913413245
6,0.00403482450002264,0.02714209611611915,0.018798517028101393
7,0.0039021732533788987,0.03097527172481758,0.01633717519369692
8,0.0037748671325252676,0.03217003241218166,0.014286700717108101
9,0.0036650349964184297,0.032459868648355775,0.012582741926559766
10,0.003574123214003002,0.032450018331452425,0.011186197235374505
11,0.003500283412585131,0.03218116799565855,0.010054952147753803
12,0.0034411829670782748,0.0317622588178815,0.009131637659846707
13,0.003394078677923305,0.031214397702614985,0.008384228641548332
14,0.003356726829233354,0.030471092957635684,0.007785175077698696
15,0.0033274413320888204,0.029511398364929723,0.007307550176572315
16,0.0033051213403710368,0.028447468700402684,0.00691515792999967
17,0.0032884333286594576,0.027346027313013953,0.006591147017423131
18,0.003276289131977895,0.02621076004190322,0.00632258986462457
19,0.003267811080443866,0.025045147009738797,0.006099847888281543
20,0.0032625199116321666,0.02392054064827552,0.005898692641477149
21,0.0032597704888322958,0.022826992065131353,0.0057098331984297675
22,0.0032590550082111573,0.02167550360587394,0.005525216993979754
23,0.0032598124177666676,0.020564160985017035,0.005342892519622169
24,0.0032616797884178666,0.019584490564180154,0.005158292726177782
25,0.0032643171900446216,0.018840083836896827,0.004966042347203333
26,0.003267333285273387,0.018415465063543295,0.004767407031739021
27,0.003270375998512985,0.018247376562243726,0.004568719655425575
28,0.0032731948367218135,0.018108320176861665,0.0043776293257230675
29,0.0032756182497042045,0.017884964780741818,0.00420217589845251
30,0.0032775338798241176,0.017512735211774832,0.004049665923569262
31,0.003278910312735029,0.016933762482328127,0.003922973510144929
32,0.003279783148191381,0.016169751385880622,0.003818498916045115
33,0.0032800830986901616,0.015245786478885068,0.0037366789331354047
34,0.00327978889294176,0.014202487796050389,0.003675425218880732
35,0.0032789214471306122,0.013089722828090974,0.003630287060102359
36,0.0032775282628380166,0.011912194078514756,0.0035950264962994107
37,0.00327567275054191,0.010648677989820459,0.0035624519391009263
38,0.0032734273424063678,0.009360959138660517,0.0035253041168207076
