Date,Equal Weight,QP,SOCP
2023-01-03,0.996187034159272,0.9992968427720379,0.985938971071735
2023-01-04,1.0071398216018164,1.0059130295799326,0.9890186157002575
2023-01-05,0.9972947361229759,1.0041158419008385,0.9959679017214178
2023-01-06,1.0193185196423817,1.0195711133729661,1.0105214685403587
2023-01-09,1.021324119130981,1.000961621437998,0.9871652003905406
2023-01-10,1.0274378850544996,1.0010717348523683,0.9890511048744088
2023-01-11,1.0372071678532802,1.0014257304571685,0.9908256311194638
2023-01-12,1.0423071965392923,0.9969205525178737,0.991318330494389
2023-01-13,1.0466862333056386,0.9988937513449785,0.9936591371783208
2023-01-17,1.0452829330227473,0.9959653241033031,0.9882742226617643
2023-01-18,1.0270537790566923,0.9757862772576268,0.9683373841243972
2023-01-19,1.0208018921824211,0.9725132294156579,0.9712368579744373
2023-01-20,1.0442316562225378,0.9778326034849093,0.9808457920558968
2023-01-23,1.0596821465793975,0.9790154863195819,0.9779382451563882
2023-01-24,1.0608115568354723,0.9794172905916786,0.9786115344575825
2023-01-25,1.0630067862024974,0.9846919069693529,0.977386413397233
2023-01-26,1.077543288504382,0.9841718790527847,0.9882660089669756
2023-01-27,1.0813569711993136,0.9796138227971429,0.9764366884717693
2023-01-30,1.066222259028953,0.9682222604888929,0.9701508402842524
2023-01-31,1.0809617147508237,0.9787593086558812,0.9870611056891507
2023-02-01,1.0933888421413913,0.9801022702453934,0.9821423803425058
2023-02-02,1.1064430130360576,0.9731442336590457,0.9615240216788528
2023-02-03,1.0968528327754279,0.9668862357681988,0.9609676819822134
2023-02-06,1.0916285460961144,0.9662439213039319,0.9627667945215707
2023-02-07,1.104248067919326,0.9692665565084467,0.9773382766229333
2023-02-08,1.0939629886379907,0.9666114912061736,0.9716805815771477
2023-02-09,1.0883195447049212,0.9652899100181485,0.9780334213331169
2023-02-10,1.0857109424234477,0.9752516696757582,1.002441913850362
2023-02-13,1.0988595790532332,0.9828231983506758,1.007429012433039
2023-02-14,1.1005672339658945,0.9789301758356548,0.9984905753770562
2023-02-15,1.1031740787168778,0.9742321691695445,0.9955819600576553
2023-02-16,1.0874950648898514,0.9644746607384622,0.9875146465823555
2023-02-17,1.085491672706624,0.9774114343528562,0.9831431334336966
2023-02-21,1.0652545794915755,0.9703649575676526,0.9806954647721826
2023-02-22,1.0630792166256335,0.9677777577671395,0.9727516758696292
2023-02-23,1.067216686989156,0.9689270353138859,0.9797232327676971
2023-02-24,1.0549851191661996,0.9644452299751777,0.9774755445784364
