iteration,objective,feasibility,step_norm
1,0.000557651166919517,0.593348241748955,0.11139507038680106
2,0.0012547747441431587,0.4109855890762254,0.0459512427287097
3,0.0020586696616505438,0.24815225142670522,0.04635833679016905
4,0.002680120802892554,0.13403970094780912,0.04045369990117314
5,0.003084181073794942,0.06253632243431945,0.03404582223715135
6,0.003312670105131048,0.03311377772094479,0.028093406048605992
7,0.0034190183362788,0.04020210831633291,0.022880694140981025
8,0.003448111353193967,0.050829539273675214,0.018515100020196573
9,0.0034329808552383432,0.0565654764230628,0.014998289343332308
10,0.003395641450591507,0.05844371751684774,0.01228259175258032
11,0.0033500987218588237,0.05799653830406245,0.01026941883638343
12,0.003304506277224084,0.05637094670178007,0.008848056969266811
13,0.003263246527845107,0.05414285837727559,0.007900796796874531
14,0.0032284504085694733,0.051609641348803886,0.007302574680365801
15,0.0032007613035326277,0.04891932869662692,0.006942086700536735
16,0.0031799549972954437,0.04611416563895287,0.006732117145654126
17,0.003165462984500705,0.04323924408592311,0.006596832168702884
18,0.0031564733765833113,0.04039425087980075,0.006486347807387092
19,0.00315204468529467,0.037647349625730256,0.0063730449884050805
20,0.0031512174423676135,0.035044806183530015,0.006244447737154533
21,0.0031531347929122148,0.03262152160423612,0.006095989821890745
22,0.0031570631252093467,0.030400156547751096,0.005927702353350428
23,0.003162510857601316,0.028431778289264468,0.00573136279250763
24,0.0031689388261738963,0.026750941603952607,0.005513678473204129
25,0.0031759407838798806,0.02533863648108087,0.005274796831774516
26,0.0031831002570044172,0.02409375800778583,0.005025400876421351
27,0.0031900964431162966,0.022948840871635186,0.004776413532872725
28,0.003196695813664178,0.021879039643930336,0.004538042221010499
29,0.003202738391204799,0.020850931169402183,0.004318781581104926
30,0.0032081249892790555,0.01980858959007231,0.004124479192467764
31,0.0032128058072161767,0.018747284009307925,0.003957646001182526
32,0.0032167703316451106,0.01766025010853078,0.0038172240212038825
33,0.0032200384409371186,0.016513868498767893,0.0036989425337413014
34,0.003222652614980505,0.015241400740742542,0.0035962134335839366
